TransactionAmt,ProductCD,card1,card2,card3,card4,card5,card6,addr1,addr2,tx_hour,tx_day,tx_day_elapsed,is_night,is_weekend,card_tx_count,card_mean_amt,amt_deviation,amt_ratio,P_emaildomain,R_emaildomain,dist1,C1,C2,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,D1,D2,D3,D4,D10,D15,M1,M2,M3,M4,M5,M6,id_01,id_02,id_03,id_05,id_06,id_09,id_10,id_11,id_13,id_17,id_19,id_20,DeviceType,isFraud
67.95,4,7508,321.0,150.0,3,226.0,2,177.0,87.0,5,5,75,1,1,3490,125.9003229226361,-0.4566601690837706,0.5354596303228105,322811,510396,8.0,8.0,3.0,0.0,2.0,5.0,0.0,0.0,1.0,0.0,3.0,0.0,22.0,6.0,30.0,30.0,3.0,26.0,268.0,547.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
54.0,4,14605,181.0,150.0,3,226.0,2,330.0,87.0,1,3,171,1,0,257,111.13964980544746,-0.509540112748522,0.4815424347559967,2705,510396,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,19.0,1.0,296.0,296.0,31.0,296.0,296.0,296.0,1,1,1,0,1,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
107.95,4,6550,361.0,150.0,3,226.0,2,123.0,87.0,2,4,179,1,0,1183,96.99579881656804,0.11178235511847216,1.1015778360260584,100934,510396,8.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,3.0,33.0,33.0,32.0,0.0,398.0,509.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
50.0,4,14290,512.0,150.0,3,226.0,2,315.0,87.0,12,1,29,0,0,1767,115.12394227504244,-0.5608140836348353,0.43057442780898497,2396,510396,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,511.0,511.0,63.0,511.0,70.0,70.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
21.95,4,10391,555.0,150.0,3,226.0,2,420.0,87.0,16,2,65,0,0,26,143.36607692307692,-0.8410291358666723,0.1520440290948385,100934,510396,11.0,3.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,14.0,3.0,13.0,13.0,13.0,13.0,13.0,13.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
30.95,4,13654,543.0,150.0,2,117.0,2,205.0,87.0,23,0,168,1,0,2,69.45,-0.5464868701206529,0.43931866572036904,36998,510396,25.0,139.0,115.0,0.0,172.0,87.0,0.0,0.0,97.0,0.0,89.0,1.0,571.0,118.0,9.0,9.0,9.0,78.0,78.0,78.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
3.889,0,2650,142.0,185.0,2,224.0,2,299.0,87.0,16,4,109,0,0,545,36.85570091743119,-0.8708516846468217,0.10273221485140313,322811,510396,8.0,2.0,10.0,9.0,0.0,9.0,9.0,2.0,0.0,6.0,2.0,2.0,8.0,2.0,17.0,17.0,17.0,0.0,0.0,271.0,1,1,1,2,0,0,-5.0,98501.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,225.0,266.0,566.0,0,0
3002.07,4,6344,327.0,150.0,1,166.0,2,264.0,87.0,17,6,62,0,1,695,260.58050359712234,10.480480994199894,11.476658079318057,2970,510396,15.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
200.0,2,11541,111.0,150.0,3,226.0,2,123.0,87.0,19,1,169,0,0,18,244.10833333333332,-0.1799544419134396,0.8159657294393636,36998,20529,8.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,0,-15.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,14.0,166.0,341.0,472.0,0,0
49.0,4,7861,494.0,150.0,3,226.0,1,476.0,87.0,23,5,26,1,1,2774,149.9109217736121,-0.6686787184627556,0.3246948559064995,322811,510396,8.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,7.0,3.0,0.0,0.0,0.0,26.0,146.0,146.0,1,1,1,0,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
150.0,2,13896,399.0,150.0,0,198.0,1,184.0,87.0,13,4,18,0,0,14,164.28571428571428,-0.08643042350907515,0.9075194468452896,322811,1812,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-5.0,65863.0,0.0,8.0,-22.0,0.0,0.0,100.0,52.0,166.0,410.0,368.0,0,0
317.5,4,6832,134.0,150.0,3,226.0,1,315.0,87.0,4,1,50,1,0,380,407.4870605263158,-0.22029353980116737,0.7772584022390246,36998,510396,8.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
39.0,4,11636,457.0,150.0,3,226.0,2,299.0,87.0,2,2,170,1,0,109,129.92733944954128,-0.6944870325161094,0.29787514329679327,100934,510396,8.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,12.0,3.0,484.0,484.0,304.0,0.0,484.0,484.0,1,1,1,1,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
67.95,4,3368,572.0,150.0,2,224.0,2,251.0,87.0,21,2,107,0,0,280,122.4335,-0.4413996200383202,0.550498851608356,100934,510396,8.0,3.0,4.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,21.0,3.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
107.95,4,2784,225.0,150.0,2,195.0,2,191.0,87.0,4,5,124,1,1,2,107.95,0.0,0.9908214777420835,36998,510396,8.0,150.0,134.0,0.0,160.0,102.0,0.0,0.0,97.0,0.0,106.0,0.0,719.0,118.0,0.0,97.0,8.0,0.0,439.0,594.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
59.0,4,11839,490.0,150.0,3,226.0,2,204.0,87.0,12,3,129,0,0,1940,129.68568969072166,-0.5408831667645104,0.4514648860148981,322811,510396,936.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,3.0,2.0,30.0,2.0,174.0,112.0,4.0,26.0,84.0,66.0,1,1,1,0,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
159.95,4,17188,321.0,150.0,3,226.0,2,310.0,87.0,13,6,174,0,1,10344,129.63205510440835,0.23208656459825164,1.224431475660083,322811,510396,74.0,2.0,3.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,15.0,2.0,329.0,329.0,28.0,161.0,119.0,637.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
25.0,3,1906,445.0,150.0,2,224.0,2,123.0,87.0,13,0,14,0,0,698,112.79896561604585,-0.7715269215387845,0.2196856523665533,322811,1398,8.0,6.0,11.0,12.0,0.0,1.0,0.0,8.0,0.0,19.0,2.0,0.0,317.0,5.0,77.0,77.0,8.0,26.0,15.0,282.0,1,1,1,0,0,0,-5.0,71182.0,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,312.0,256.0,0,0
100.0,3,6019,583.0,150.0,3,226.0,1,126.0,87.0,20,0,7,0,0,6771,225.4413367301728,-0.5539683634691157,0.44161548171374676,322811,1398,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,0.0,62594.0,0.0,25.0,-100.0,0.0,0.0,100.0,52.0,166.0,201.0,222.0,0,0
66.22,0,9300,103.0,185.0,3,138.0,2,299.0,87.0,15,0,77,0,0,1186,40.558012647554804,0.617497943659611,1.5934351953159689,45250,27509,8.0,3.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,4.0,4.0,4.0,4.0,3.0,34.0,34.0,34.0,249.0,0.0,0.0,1,1,1,2,0,0,-5.0,320931.0,0.0,0.0,0.0,0.0,0.0,100.0,33.0,225.0,427.0,507.0,1,0
29.0,4,6530,206.0,150.0,2,126.0,2,205.0,87.0,18,3,108,0,0,2714,132.40546647015475,-0.7751216588511269,0.21738239644391058,322811,510396,113.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,1.0,380.0,380.0,1.0,416.0,416.0,416.0,1,0,0,1,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
59.0,4,12839,321.0,150.0,3,226.0,2,264.0,87.0,20,1,8,0,0,5129,120.72543614739715,-0.5070874100024083,0.48469738016429853,322811,510396,8.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,2.0,8.0,8.0,4.0,10.0,7.0,10.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
31.95,4,3277,111.0,150.0,3,226.0,2,231.0,87.0,1,6,111,1,1,653,106.01131393568149,-0.6920886326112732,0.2985665610946835,322811,510396,1149.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,409.0,409.0,388.0,408.0,408.0,408.0,1,0,0,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
225.0,2,4806,490.0,150.0,3,226.0,2,315.0,87.0,22,0,133,0,0,2067,119.86861103047896,0.869798933513106,1.861525486904641,322811,510396,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-45.0,63693.0,0.0,25.0,-17.0,0.0,0.0,100.0,64.0,166.0,321.0,333.0,1,1
29.0,4,8830,250.0,150.0,3,226.0,1,441.0,87.0,19,1,92,0,0,124,121.81804838709678,-0.755736226116814,0.23612164808707975,322811,510396,15.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
55.95,4,4806,490.0,150.0,3,226.0,2,315.0,87.0,15,4,137,0,0,2067,119.86861103047896,-0.5288272156479142,0.46289933774362074,322811,510396,1.0,171.0,162.0,0.0,170.0,102.0,0.0,0.0,135.0,0.0,126.0,0.0,594.0,120.0,83.0,83.0,13.0,126.0,577.0,621.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
390.0,4,12695,490.0,150.0,3,226.0,2,325.0,87.0,18,0,119,0,0,7091,141.14464546608377,1.7507191615831497,2.743684074213372,100934,510396,1.0,3.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,7.0,2.0,52.0,40.0,22.0,40.0,40.0,429.0,1,1,1,1,1,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
57.95,4,17188,321.0,150.0,3,226.0,2,194.0,87.0,5,5,82,1,1,10344,129.63205510440835,-0.5487325070949554,0.443612403966876,100934,510396,21.0,4.0,4.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,15.0,2.0,353.0,353.0,15.0,391.0,550.0,550.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
58.95,4,7919,194.0,150.0,2,202.0,2,299.0,87.0,18,0,63,0,0,14932,101.2098506563086,-0.4134616221915029,0.5767545850176965,100934,510396,8.0,198.0,165.0,0.0,91.0,128.0,0.0,0.0,132.0,0.0,144.0,0.0,402.0,153.0,216.0,216.0,0.0,62.0,125.0,305.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
115.0,4,9500,321.0,150.0,3,226.0,2,231.0,87.0,18,5,103,0,1,14162,115.69811926281598,-0.00598226661428659,0.9854486149944572,28289,510396,6.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,3.0,396.0,396.0,90.0,418.0,515.0,396.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
68.0,4,2744,490.0,150.0,3,195.0,2,299.0,87.0,23,1,141,1,0,682,304.56570967741936,-0.7741893222480947,0.22253805923376177,322811,510396,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
226.0,4,16883,111.0,150.0,3,226.0,2,476.0,87.0,9,1,127,0,0,452,152.3774557522124,0.4800089027863903,1.4734890397785207,100934,510396,8.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,398.0,398.0,35.0,203.0,398.0,398.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
117.0,4,16509,390.0,150.0,2,224.0,2,264.0,87.0,22,5,138,0,1,8,72.96875,0.5952682720743557,1.5817490494296578,322811,510396,10.0,4.0,3.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,24.0,4.0,87.0,87.0,87.0,330.0,622.0,622.0,1,1,1,0,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
77.95,4,7585,553.0,150.0,3,226.0,1,204.0,87.0,1,5,96,1,1,5334,206.71477877765278,-0.6199114937097875,0.3752742123536678,322811,510396,11.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,28.0,1.0,316.0,316.0,5.0,315.0,315.0,41.0,1,1,0,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
22.133,0,10568,204.0,185.0,3,226.0,1,299.0,87.0,9,3,136,0,0,925,38.872208648648645,-0.4198214549927114,0.5550984194287951,305,292,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,2,0,0,-5.0,328129.0,0.0,0.0,0.0,0.0,0.0,100.0,64.0,225.0,266.0,566.0,1,0
335.0,4,7585,553.0,150.0,3,226.0,1,299.0,87.0,20,5,61,0,1,5334,206.71477877765278,0.6176027626790556,1.6127884687425107,4033,510396,8.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,8.0,2.0,147.0,134.0,134.0,538.0,179.0,538.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
135.5,4,7381,583.0,150.0,2,102.0,1,126.0,87.0,22,1,162,0,0,207,283.0926280193237,-0.5195229071881604,0.4769571141099213,28289,510396,8.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,97.0,8.0,0.0,153.0,153.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
21.702,0,16136,204.0,185.0,3,138.0,2,299.0,87.0,2,6,174,1,1,2069,31.2365229579507,-0.29576772192173223,0.6732115628074429,322811,510396,8.0,4.0,6.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,97.0,0.0,45.0,0.0,45.0,1,1,1,2,0,0,-100.0,283168.0,0.0,-12.0,-28.0,0.0,0.0,100.0,27.0,225.0,567.0,507.0,1,0
117.0,4,10023,111.0,150.0,3,226.0,2,325.0,87.0,21,1,155,0,0,2428,122.6464003294893,-0.0456657073270466,0.9462467139214877,100934,510396,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
59.0,4,8613,272.0,150.0,2,224.0,2,251.0,87.0,20,3,38,0,0,357,105.5555462184874,-0.4369134021708013,0.553701821198712,28289,510396,2.0,14.0,14.0,0.0,2.0,8.0,0.0,0.0,6.0,0.0,8.0,0.0,74.0,10.0,112.0,24.0,0.0,195.0,304.0,364.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
50.63,4,10057,225.0,150.0,2,224.0,2,110.0,87.0,23,4,95,1,0,3166,120.20926121288693,-0.5740424495342876,0.41770735580242147,6267,510396,8.0,3.0,4.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,3.0,0.0,14.0,3.0,551.0,551.0,355.0,552.0,0.0,552.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
59.0,4,17055,393.0,150.0,2,117.0,2,330.0,87.0,22,1,99,0,0,1677,111.7774084675015,-0.4679785533705547,0.5231544225189545,322811,510396,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
55.0,4,12040,555.0,150.0,3,226.0,2,177.0,87.0,21,1,1,0,0,4,125.625,-0.5577492596248766,0.43435340572556763,100934,510396,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,2.0,429.0,429.0,340.0,26.0,429.0,52.0,1,1,0,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
59.0,4,12544,321.0,150.0,3,226.0,2,441.0,87.0,23,2,44,1,0,6773,108.95817983168463,-0.4543380029403606,0.5365676304419787,322811,510396,9.0,2.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,3.0,0.0,13.0,2.0,98.0,56.0,0.0,0.0,504.0,504.0,1,1,1,1,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
47.95,4,10447,490.0,150.0,3,226.0,2,315.0,87.0,14,4,109,0,0,1019,108.50620608439648,-0.5529933713320849,0.43787472614150214,100934,510396,3.0,7.0,9.0,0.0,6.0,5.0,0.0,0.0,6.0,0.0,6.0,0.0,66.0,6.0,578.0,578.0,23.0,395.0,275.0,559.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
57.95,4,3055,474.0,150.0,2,224.0,2,512.0,87.0,15,1,15,0,0,224,163.9216830357143,-0.6425576133173817,0.3513789025997919,322811,510396,8.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
35.95,4,2157,111.0,150.0,3,226.0,2,272.0,87.0,11,4,165,0,0,875,141.16113257142857,-0.7400836689210073,0.2528820596018887,322811,510396,8.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,97.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
50.0,3,16314,400.0,150.0,2,224.0,2,330.0,87.0,14,5,12,0,1,254,100.10354330708661,-0.49556664057662875,0.49454250923859927,322811,11842,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
6.0,3,9112,250.0,150.0,3,226.0,2,441.0,87.0,8,6,13,0,1,2364,97.55800211505922,-0.928975833014269,0.0608778574163409,322811,510396,8.0,2.0,2.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,2.0,1.0,5.0,5.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,-5.0,40874.0,0.0,5.0,-7.0,0.0,0.0,100.0,49.0,166.0,129.0,161.0,0,0
86.5,4,12501,490.0,150.0,3,226.0,2,204.0,87.0,22,6,97,0,1,3152,121.39785184010152,-0.285118172545148,0.7067117494267966,322811,510396,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,1,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
2348.23,4,16075,514.0,150.0,2,102.0,1,315.0,87.0,18,1,141,0,0,3748,279.8483703308431,7.364762797920372,8.361202157711485,7888,510396,8.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,97.0,0.0,26.0,0.0,52.0,1,0,0,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
39.0,4,8112,385.0,150.0,3,226.0,2,231.0,87.0,0,5,159,1,1,10,114.995,-0.655157549894392,0.33622138885296776,322811,510396,0.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,6.0,3.0,0.0,97.0,8.0,420.0,396.0,396.0,1,1,1,0,0,1,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
40.085,0,9026,545.0,185.0,3,137.0,1,299.0,87.0,17,6,160,0,1,2076,48.59423554913295,-0.17157710880940702,0.808259257475354,45250,27509,8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,2,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
9.529,0,13832,375.0,185.0,2,224.0,2,299.0,87.0,4,5,173,1,1,2062,38.826375363724544,-0.7356274603490471,0.23926355117617343,322811,510396,8.0,2.0,4.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,2.0,2.0,35.0,35.0,34.0,35.0,0.0,0.0,1,1,1,2,0,0,-5.0,350653.0,0.0,0.0,-1.0,0.0,0.0,100.0,27.0,225.0,176.0,507.0,1,0
117.0,4,12544,321.0,150.0,3,226.0,2,184.0,87.0,21,2,51,0,0,6773,108.95817983168463,0.07313526088395748,1.0640408942662969,143,510396,550.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
3002.95,4,10682,514.0,150.0,2,224.0,2,299.0,87.0,18,3,87,0,0,245,191.836,14.577744819432054,15.572559065734612,322811,510396,8.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
25.014,0,6174,490.0,150.0,3,226.0,2,299.0,87.0,16,5,61,0,1,1112,116.78570503597122,-0.7791412804121227,0.2123687249854372,322811,510396,8.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,97.0,8.0,0.0,0.0,0.0,1,1,1,2,0,0,-25.0,371521.0,0.0,0.0,0.0,0.0,0.0,100.0,49.0,225.0,574.0,507.0,1,0
34.0,4,13324,122.0,150.0,2,126.0,2,204.0,87.0,16,1,78,0,0,118,74.83669491525423,-0.5384819968867091,0.4483317744529113,322811,510396,8.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
40.0,1,9803,583.0,150.0,3,226.0,1,299.0,87.0,23,2,23,1,0,1538,202.05380949284788,-0.7980830790498213,0.1969921180001743,6267,510396,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,97.0,8.0,26.0,15.0,52.0,1,1,1,0,0,0,0.0,90141.0,0.0,0.0,0.0,0.0,0.0,94.29000091552734,52.0,166.0,529.0,222.0,0,0
27.97,4,5958,310.0,150.0,2,224.0,2,498.0,87.0,17,3,38,0,0,73,135.45191780821918,-0.7876907817395661,0.20498062943542758,322811,510396,8.0,3.0,4.0,0.0,1.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,33.0,3.0,206.0,206.0,2.0,26.0,206.0,13.0,1,1,1,0,0,0,-5.0,125800.5,0.0,0.0,0.0,0.0,0.0,100.0,52.0,166.0,341.0,472.0,0,0
27.552,0,4762,555.0,214.0,3,102.0,1,299.0,87.0,20,3,3,0,0,5,33.8596,-0.18094298270777637,0.7903705148653455,322811,510396,8.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,26.0,0.0,52.0,1,1,1,0,0,0,-5.0,119911.0,0.0,0.0,0.0,0.0,0.0,100.0,25.0,102.0,302.0,269.0,0,0
